location,address,phone_number,ratings,ratings_count
Kottarakara,"Ground Floor, Block 22, SY No 279/5, Kizhakkekara, Kottarakara, Kollam, Kerala, 691531",9654856305,4.8,940
Chengannur,"Kockaparambil Buildings, Kollam, Theni Highway, Chengannur, Kerala, 689121",8929306702,4.8,264
Perumbavoor,"Ground Floor, Kanampuram Square, Mc Road, Near Signal Junction, Perumbavoor, Cochin, Kerala, 683542",8929345109,4.9,2405
GH Road,"Tp Building , G Hospital Road, Palayam, Calicut, Kerala, 673001",8929338678,4.9,2720
North Paravoor,"8/315,Vyapara Bhavan Building, Chendamangalam junction, North Paravur, Ernakulam, Kerala, 683513",7065045116,4.9,877
Kalyani Nagar,"Shop No 2, Ground Floor, F-Amenity Building Fortaleza, Servay No 210, Kalyani Nagar, Near Nm Medical, Pune, Maharashtra, 411006",7289851466,4.6,390
Nanded,"Shop 206, Ground Floor, Shukla Complex , Opposite Godavari Hotel, Iti Main Road, Nanded, Maharashtra, 431601",9582322428,4.7,224
Akurli Road Kandivali,"Shop No 13 & 14, National Avenue Building, Village Akurli Road, Kandivali East Bandra, Mumbai, Maharashtra, 400101",8169087690,,0
Abhyankar Nagar Nagpur,"Shubhashish Square, Shraddhanand Peth Square, S Ambazari Road, Abhyankar Nagar, Nagpur, Maharashtra, 440010",8956928821,,0
Ram Maruti Road,"Shop No 4, Bhavani Prasad Building, Ram Maruti Road, Near Bank Of Baroda, Thane, Maharashtra, 400604",9319374930,4.7,759
Saggardara,"Ground Floor, House No 528A, Adjacent to Vision Express, Sakkardara Main Road, Sakkardara, Nagpur, Maharashtra, 440009",8447036028,4.9,1714
"Vijay Nagar, Mysuru","Site No 7696, Vijay Nagar, 2nd Phase, 4th Stage, 80 feet Road, Near Marimallappa School, Devaraja Mohall, Mysuru, Karnataka, 570026",9582554529,4.9,310
Davanagere,"Shop No 289/5B, Am Arcade, Davanagere, Vidyarthi Bhavan Circle, Davanagere, Karnataka, 577002",7428890175,4.9,3347
HSR Layout,"Ground Floor, D No 1312, 24Th Main, Sector 2, Hsr Layout, Bengaluru, Karnataka, 560102",9811921498,4.8,607
Thanisandra,"Shop No 538, Ground Floor, Rachenahalli Road, Srk Nagar, Thanisandra, Bharath Petroleum Petrol Pump, Bengaluru, Karnataka, 560077",7428891222,4.8,1121
Hesarghatta Main Road,"Ground Floor, Sri Lakshmi Arcade, Hesarghatta Main Road, Opposite Ammajj Kalyana Mantap, Bengaluru, Karnataka, 560073",7428891223,4.7,1184
"JP Nagar, Kothanur","No 10/2, 24th Main Road, Next to Zaitoon Restaurant, JP Nagar, Phase 6, Bengaluru, Karnataka, 560078",7428891136,4.9,754
Bagalkote,"Tp No 43, Ground Floor, N B Darbar Complex, Railway Station Road, Infront Of M M Joshi Eye Hospital, Bagalkote, Karnataka, 587101",8448310311,5.0,1423
Adarsh Nagar,"A1, Ground Floor, Moti Lal Road, Near Clove Dental, Adarsh Nagar, Delhi, 110033",9582627697,5.0,101
Paschim Vihar,"Shop No 2, H No 181, Ground Floor, Avtar Enclave, Paschim Vihar, New Delhi, 110063",9582968260,5.0,200
Pacific Mall,"FF 08, First Floor, Pacific Mall, Tagore Garden, Near Subhash Nagar Metro Station, Najafgarh Road, New Delhi, 110018",9654471519,4.9,1158
Mukherjee Nagar,"Ground Floor, Plot No 709, Dr Mukherjee Nagar, Near Batra Cinema, New Delhi, 110009",7428891285,4.8,2058
Najafgarh,"Plot No 2, UGF, Roshan Mandi, Najafgarh, Delhi, 110043",9311773748,4.9,565
Nangloi Jat,"119 Ground Floor, Najafgarh Road, Nangloi, New Delhi, 110041",8929338425,4.9,1096
Select City walk,"S17 A3, 2nd Floor, Select City Walk Mall, District Centre Saket, New Delhi, 110017",8929808413,4.8,553
Kirti Nagar,"Block 1, Industrial Area, Below Kirti Nagar Metro Station, Kirti Nagar, New Delhi, 110015",7428891335,4.8,1467
Tirur,"A One arcade, Taluk Municipality, Tirur Desam, K G Padi Road, Trikkandiyoor, Tirur, Kerala, 676101",7065178520,4.9,677
Flagship Store at Kannur,"6/685, 6/686, 6/687, Ground Floor, Jr Complex, Talap, Mangalore Highway, Talap, Opposite Koyili Hospital, Kannur, Kerala, 670004",9319360323,4.9,2445
Karaparamba,"Door No 70/1928, H1 Ground Floor, Ace Avenue, Karaparamba, Near Icici Bank, Calicut, Kerala, 673010",7303272273,4.9,1743
Kanjirapally,"Madukkakakuzhy Arcade, Kanjirappally, Kerala, 686555",8377005614,4.9,711
Attingal,"Ruby'S Arc, T B Junction, T B Junction, Near Children'S Park, Attingal, Kerala, 695101",8929310370,4.9,929
Malappuram,"325 & 2, Kottappadikkal Nettugada, Parambu City Square, Down Hill, Malappuram, Kerala, 676519",8447836993,4.9,1360
Aluva,"E 87, Sh 16, Bypass Junction, Aluva, Opposite To Aluva Metro Station, Kochi, Kerala, 683101",8929183153,4.8,1426
Mumbai Naka,"Shop No 7 & 8, Mumbai House, Old Mumbai Agra Road, Mumbai Naka, Nashik, Maharashtra, 422001",9582543037,4.9,1028
Virar West,"Shop No 19, Shripal Shopping Center, Raja Chatrapati Shivaji Marg, Virar West, Next To Petrol Pump, Thane, Maharashtra, 401303",9654440163,4.8,2121
Solapur,"Shop No 7 201/1/3B, Civil Line, Dhiraj Complex, Mahavir Chowk, Solapur, Maharashtra, 413001",8447744793,4.9,1082
Kavesar,"Shop No 13A & 13B, Sarasvati School, Kavesar, Near Tropical Lagoon Tower, Thane, Maharashtra, 400607",8929055867,4.8,980
Sinhagad Road,"Shop No 2, Wishwaganga Complex, Hingne Khurd, Sinhagad Road, Near Madhukar General Hospital, Pune, Maharashtra, 411051",7428890169,4.7,2018
Undri1,"Shop No 126, Marvel Sangria, Ganga Boulevard Phase 2, Nibm, Mohammed Wadi, Marval Sangria, Pune, Maharashtra, 411048",8929173167,4.8,334
Vidya Nagar,"No 06 , Wali Arcade, Opposite J G commerce College, Vidya Nagar, PB Road, Hubballi, Karnataka, 580021",9582580560,4.9,562
Marathalli,"#88, Outer Ring Road, Near Flyover, Opposite Mega Store, Marathahalli, Bengaluru, Karnataka, 560037",9999761456,4.7,1683
Sahakarnagar,"Ground Floor, No 2381, D Block, 60 Feet Road, Sahakar Nagar, Near Ccd & Sbi Bank, Bengaluru, Karnataka, 560092",7838237265,4.9,1635
Surathkal,"Survey No 2-35/2, Khata No 3542 & 2-35/6, Hosabettu, Surathkal, Mangaluru, Karnataka, 575019",7291097439,4.9,65
Savalanga Road,"Shop No 2, Ground Floor, Jj Complex, Savalanga Road, Near Usha Nursing Home, Shimoga, Karnataka, 577201",7428890189,4.8,3318
Hennur,"Ground Floor, Hennur Cross, Hennur Main Road, Hennur, Bengaluru, Karnataka, 560043",8929338667,4.9,1598
Flagship Store at Chandra Layout,"Shop No 106, 1St Main Road, Chandra Layout, Opposite Polar Bear, Bengaluru, Karnataka, 560040",9643321229,4.8,1787
Khanna Market,"Shop No 93, Khanna Market, Lodhi Colony, New Delhi, 110003",8929443816,4.9,309
Sector 3 Rohini,"Plot No 17, Ground Floor, Pocket F24, Sector 3, Rohini, Delhi, 110086",8447917937,4.9,1157
Mahavir Enclave,"Plot No RZ-F 70, Main Palam, Dabri Road, Near ICICI Bank, Mahavir Enclave, New Delhi, 110045",9810501607,4.8,809
"Sector 7, Rohini","Shop No 1, Plot E-1/1, Sector 7, Rohini, Opposite M2K Cinema, New Delhi, 110085",7428891001,4.7,888
Sector 24 Rohini,"Plot No 55, Pocket 11, Sector 24, In front of Hari Ram Sweets, Rohini, Delhi, 110085",9953858532,4.9,263
Mayur Vihar,"Shop No 35, Ground Floor, Pratap Nagar Market, Opposite SIMT, Mayur Vihar Phase 1, New Delhi, 110091",7428891003,4.8,1413
"Sector 7, Ramphal Chowk, Dwarka","C 394, Ground Floor, Sector 7, Ramphal Chowk, Near Shiksha Bharti School, Dwarka, New Delhi, 110075",7428891006,4.8,1642
Lajpat Nagar,"Shop No C7, Roxy Chowk, Next To Axis Bank, Lajpat Nagar 2, New Delhi, 110024",7428891050,4.7,1713
Perambra,"Taluk Koilandi, Amsam Menjanyam, Sub District Perambra, Kozhikode, Kerala, 673525",9643181022,5.0,2976
Kottiyam,"Ground Floor, IAS Building, Opposite NK Silks, NH 66, Kottiyam, Kollam, Kerala, 691471",9582416772,5.0,790
Flagship Store Thirunakkara Maidanam,"P John Zhachariah Building, Near Thirunakkara Maiadan, Thirunakkara S Road, Kottayam, Kerala, 686001",8929514958,5.0,627
Kottakkal,"62-L Vilangalil Building, Mini Road Junction, Changuvetty Kottakkal Malappuram, Kottakkal, Kerala, 676503",8929310945,4.9,1421
MG Road Metro,"#40, 9660, Ground Floor, Mg Road, Near Mg Road Metro Station, Cochin, Kerala, 682001",8826981982,4.7,2147
Manjeri,"Nc'S Business Bay, Kacheripadi, , Manjeri, Opposite Igbt Bus Stand, Manjeri, Kerala, 676121",8929487843,4.9,1523
Colaba,"Shop No 4, Ruki Mahal, Shaheed Bhagat Singh Road, Colaba, Near Hp Petrol Pump, Mumbai, Maharashtra, 400005",7428891211,4.8,990
Flagship Store at MG Road Pune,"Shop No 1, Ground Floor, House No 3, Survey 390/796, Mg Road, Next To Unicorn Apple Store, Pune, Maharashtra, 411001",7428891212,4.7,3950
Zingabai Takli,"Ground Floor, Plot No 6, Opposite Mahajan Palace, Godhani Road, Zingabai Takli, Post Mankapur, Nagpur, Maharashtra, 440030",8929279942,4.9,930
Naigaon,"Shop No 14, Global Arena, Sunteck West World, Tivri Road, Near Reliance Trends, Naigaon East, Mumbai, Maharashtra, 401208",9582557985,5.0,65
TV Center Road,"1 GF, Plot No N 11/A, Adjacent to Saraswat Bank, TV Center Road, Hudco, Aurangabad, Maharashtra, 431003",8447570185,4.9,540
Vihsrantwadi,"A-411006, 94, Vishrantwadi Airport Road, Kasturba Housing Society, Near Vishrantwadi chowk, Pune, Maharashtra, 411015",8929306386,4.7,652
Flagship Store at RR Nagar,"Shop No 826, Paramount Building, Beml 3Rd Stage, Rajarajeshwari Nagar, Opposite Dr. Ambedkar Park, Bengaluru, Karnataka, 560098",7428891230,4.9,4281
R T Nagar,"Ground Floor, No 5/3, 1St Main, 2Nd Cross, Rahmath Nagar, Rt Nagar Post, Opposite To India Oil Pump, Bengaluru, Karnataka, 560032",7838195385,4.8,1902
RNS Road,"RNS Road, Chaitanya Nagar, Opposite Giant School, Rajendra Nagar, Hubli, Karnataka, 580030",7291823825,4.9,424
Forum Mall,"Shop No 8 & N 5, Lgf, Forum Mall, Hyder Ali Road, Nazarbad Mohalla, Mysuru, Karnataka, 570010",7428891237,4.9,3103
Varthur,"No 184/1, Varthur Main Road, Varthur Village, Near Vinayaka Theatre, Bengaluru, Karnataka, 560087",8929085950,4.7,874
Banashakari,"595, 24Th Cross Road, Siddanna Layout, Banashakari 2Nd Stage, Banashakari, White Gold, Bengaluru, Karnataka, 560070",9582271439,4.7,73
Kothanur,"#1,2 Hennur Main Road, Kothanur, Near Bharat Petroleum, Bengaluru, Karnataka, 560077",8929440588,4.8,1223
Burari,"Ground Floor, House No 24, Khata No 137/17/2, West Sant Nagar, Gali No 6, Block A2, Village Burari, Delhi, 110084",7291822393,4.9,558
Ramesh Nagar,"1/2 , Ground Floor, Block 1, Near Nehru Park, Ramesh Nagar, Delhi, 110015",8447728778,4.9,671
Malviya Nagar,"D 83, Shop No 3, Ground Floor, Malviya Nagar, New Delhi, 110017",8447928968,4.9,263
Janakpuri,"Shop No C1/6, Ground Floor, Opposite Mata Chanan Devi Hospital, Janakpuri, New Delhi, 110058",7428891058,4.8,821
Karol Bagh,"Shop No 1/5/30/31, Ajmal Khan Road, West Extension, Karol Bagh, New Delhi, 110005",8588816750,4.8,1283
Mavoor Road,"Mavoor Road, Arayidathupalam, Mavoor, Opposite New Bus Stand, Kozhikode, Kerala, 673004",8929267227,4.9,4864
Ettumanoor,"Ward 10th, Ettumanoor Municipality, Village Peroor Kara, V Arcade, Thellakom, Kottayam, Kerala, 686630",8742981997,4.9,695
Pattambi,"SY No 69-7/5 Of Vattakavu Padivattom, Southern Side Of Kudiyirippu Parambu, Next To Koppans Mall, Ponnani Road Village, Pattambi, Thrissur, Kerala, 67",7291816912,5.0,480
"Mankavu, Calicut","Door No 34/1955, Mini Bye Pass Road, Calicut, Near Mankavu Jn Mankavu, Calicut, Kerala, 673007",9319373032,4.9,2841
Nadapuram,"City Tower, Kallachi, Villyappaly Road, Opposite HP Petrol Pump, Nadapuram, Calicut, Kerala, 673504",9899410376,4.9,1163
Runwal Green Mulund,"Shop No G17, Runwal Greens, Mulund, Goregaon Link Road, Next to Fortis Hospital, Mulund West, Mumbai, Maharashtra, 400078",8588816468,4.9,436
"College Road, Krishi Nagar","Shop No 1 & 2, Sai Baba Darbar Building, College Road Krishi Nagar, Near Don Bosco School, Nashik, Maharashtra, 422005",7428890187,4.4,628
Pachpakhadi,"Shop 1 & 2, Shiv kanchi APT Arun kumar, Vaidya Road, Near Bapat Hospital Pachpakhadi, Thane West, Maharashtra, 400602",7065045241,4.8,439
Borivali West,"Ground Floor, Shop No 12, Prasanna Jivan, CHS CTS No 32C, Eksar Village, Borivali West, Mumbai, Maharashtra, 400092",8929207768,,0
Dadar,"Shop 3, Om Ashirwad Building, Near ICICI Bank, Kelkar Marg, Shivaji Park, Dadar, Mumbai, Maharashtra, 400028",9582455891,4.7,422
Vazirabad,"Guru Ganesh Heights, Shop G 1, Vazirabad, Opposite Ayurvedic College And Hospital, Nanded, Maharashtra, 431602",8929355096,4.7,469
Harlur Main Road,"#2466/2310, 4, 4(B), 3(B), G2, Ground Floor, Harlur Main Road, Anjanadri Sriharsh, Bengaluru, Karnataka, 560102",9654531512,4.8,375
HSR 27th Main Road,"#339, HSR 27th Main Road, Near Kapoor Cafe, Sector 2, HSR Layout, Bengaluru, Karnataka, 560102",9582602889,4.8,90
Coles Road,"86/3, Ground Floor, Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru, Karnataka, 560005",9548147148,4.9,1206
Vidya Nagar,"35498/23, Vidya Nagar, Ramakrishna Layout, Unkal Village, Hubli, Karnataka, 580030",8929342563,4.8,1268
Reva College Sathanur,"Sy No 190-191, Site No 54/108, Chinna Complex, No 5, Bagalur Main Road, Niranthara Layout, Kattigenahalli, Sathanur, Near Reva College, Bengaluru, Karnataka, 560064",9582612589,4.9,485
Flagship Store at Connaught Place,"K 26, Ground Floor, Opposite Pvr Plaza Cinema, Connaught Place, New Delhi, 110001",7428891059,4.7,9919
Flagship Sector 7 Rohini,"Property No 1, Pocket C9, Sector 7, Rohini, New Delhi, 110085",8447642682,4.9,2396
Rajuori Garden,"J 13/56, Ground Floor, Block J, Main Road, Rajouri Garden, New Delhi, 110027",8744084216,4.8,621
"Sector 12, Dwarka","Shop G2 & G3, Ground Floor, Plot No 11, MLU Sector 12, Opposite Gold Croft Apartments, Dwarka, New Delhi, 110075",7428891070,4.7,1193
Mayur Vihar Phase II,"183A, Ground Floor, Pocket A, Mayur Vihar Phase II, Delhi, 110091",9899411718,4.9,297
Thiruvalla,"New Amprayil Building, T K Road, YMCA Junction, Thiruvalla, Kottayam, Kerala, 689101",9582610880,4.9,197
Kothamangalam,"The Tillery Square, St George School Junction, Aluva Munnar Road, Bhakashya Suraksha Market, Center Of Bhakashya Suraksha Market, Kothamangalam, Kerala, 686691",8929338426,4.9,2414
Edappal,"Ground Floor, 12/75, Trichur Road, Near Chicking, Malappuram, Edappal, Kerala, 679576",8742917044,4.9,1496
Flagship Store Sastri Road Kottayam,"Parakkal Building, Shasthri Road, Kottayam, Kerala, 686001",8588817041,4.9,3834
"Nadakkavu, Calicut","68/1586, Ground Floor, Shaaz Building, West Hill Calicut, Near Bajaj Show Room, Calicut, Kerala, 673005",8447702827,5.0,2280
Venjaramoodu,"Near Duabi Future Store, Venjaramoodu, Thiruvananthapuram, Kerala, 695607",9582065613,5.0,221
"Kakkanad, Cochin","17/2330, Sea Port Airport Road, Chittethukara, Kakkanad, Near Bajaj Show Room, Cochin, Kerala, 682037",8447696297,4.8,1136
Ravet,"Shop No 11, Twins Tower C&D wing, Sno 106 Hissa No 2, Ravet, Pune, Maharashtra, 412101",7291817273,4.7,175
Aamrai,"Shop No 9 & 10, Ground Floor, Manas Comlex, Near Hdfc Bank, Talkies Road, Aamrai, Karjat, Maharashata, 410201",9582467430,4.9,157
Metro Junction Mall,"Ground Floor, Unit No G2, Metro Junction Mall, Shilphata Road, Netivali, Shilphata Road, Kalyan, Maharashtra, 421306",9711701499,4.9,1198
Connaught Place,"Shop No 12, Raj Sarathi Apartment, Connaught Place, Aurangabad, Maharashtra, 431003",8929176458,4.9,1418
Chiplun,"Ground Floor, Gala No 2, Ram Krishna Plaza, NH 66, Karad Chiplun Road, Near Cake Of The Day, Chiplun, Maharashtra, 415605",7291812242,4.9,338
Kopar Khairane,"Shop No 5 & 6, Plot No 18 & 19, Satyam Tower, Sector 20, Koperkhairane, Opposite Varishtta Hotel, Navi Mumbai, Maharashtra, 400709",8373911515,4.8,1221
Orion Mall Gateway,"Shop No 106, First Floor, Brigade Gateway, Malleshwaram West, Orion Mall Gateway, Bengaluru, Karnataka, 560055",7428891251,4.7,1028
Balagere,"Ground Floor Old Katha No 290/31/2/02/02, New No 31/2, Balagera Main Road, Varthur Ward No 149, Bengaluru, Karnataka, 560087",8929597441,4.7,849
Varthur,"No 6, C Block Green Field Hub Hoskote, Seegahalli, Whitefield, , Seegahalli, Bengaluru, Karnataka, 560067",8929032767,4.8,1567
Brestwarpet,"No 11-2-61 & 62, Sangeeta Arcade, Bresthwarpet, Near Gandhi Chowk, Bresthwarpet, Opposite Kanva Hospital, Raichur, Karnataka, 584101",7428890217,4.9,2388
Nelamangala,"Site No 34, Vinayaka Nagar, Nelmangala Main Road, Bengaluru, Karnataka, 562123",7291812942,4.9,889
Gokak,"Shop No 1, Anand Talkies Road, Hospet Galli, Near Anmol Hotel Complex, Gokak, Karnataka, 591307",8929261493,5.0,3395
Alaknanda Market,"Shop No E 1/2, Ground Floor, Bhatia Complex, Alaknanda Market, New Delhi, 110019",7428891071,4.7,504
Laxminagar,"F 4 & 5, Vijay Block, Vikas Marg, Laxmi Nagar, Delhi, 110092",8826621646,4.7,2157
Uttam Nagar,"A27, Ground Floor, Hastal Main Najafgarh Road, Uttam Nagar, New Delhi, 110059",8929273106,4.9,927
Dilshad Garden,"F 257-A, Pocket F, Hansraj Public School Road, Dilshad Garden, Delhi, 110095",8929599397,4.9,173
Kailash Colony,"HS 17, Ground Floor, East Side, Kailash Colony Market, New Delhi, 110048",7428890266,4.9,522
Janakpuri C4E,"Shop No 331, Ground Floor, C4E, Janakpuri, New Delhi, 110058",8929756455,4.9,659
Neb Sarai,"A95,GF, Freedom Fighter Enclave, Main Road, Neb Sarai, Delhi, 110068",8447725705,4.9,1324
Piravom,"Kochumattathil Shopping Mall, Taluk Hospital Jn, Piravom, Near Reliance Trends, Cochin, Kerala, 686664",8929327923,5.0,706
Thoppumpady,"Ward No18, Kejees Building, Aroor, Thoppumpady Road, Thoppumpady Junction, Opposite St.Sebastian High School, Kochi, Kerala, 682005",8929289733,4.9,2475
Flagship Store Karunagapalli,"15/1153,1154,1155,1156, Mozhiyl Puthen Veedu, Lalaji Junction, Opposite H&J Mall, Karunagappalli, Kerala, 690518",8929330708,4.9,3268
Kayamkulam,"KMC3561, K P Road, Chirakkadavam Muri, Kayamkulam, Alappuzha, Kerala, 690502",9953684937,4.9,1032
Karamana,"8#34,Ground Floor, Junction Po, Karamana, Near Karamana Bus Stop, Thiruvananthapuram, Kerala, 695002",8929338665,4.9,1662
Wadakkanchery,"Ground Floor, Meenu Mart Building, Ottupara, Wadakkancherry, Opposite Relief Medical, Thrissur, Kerala, 680582",8743098291,4.9,366
New CG Road,"Shop No G 44, Sarjan Bunglows 2, New CG Road, Chandkheda, Sarjan Complex, Ahmedabad, Gujarat, 382424",7428890007,4.7,677
Kharghar,"Shop No 23 & 24, Plot No 20, Sector 2, Kharghar, Sai Swar Cooperative Housing Society, Navi Mumbai, Maharashtra, 410210",9654921510,4.9,863
Hingna Road,"Ground Floor, Shop No 10, Jalaram Manglam, SRP Camp, Digdoh, Hingna Road, Nagpur, Maharashtra, 440016",9718010328,4.8,1391
"R City Mall, Ghatkopar","Shop No F67, First Floor, LBS Marg, Amrut Nagar, R City Mall, Ghatkopar West, Mumbai, Maharashtra, 400086",7428891238,4.9,2681
Dhanori,"Shop No 8, Palladium Grand, Dhanori Vishrantwadi Road, Dhanori, Near Goodwill Square, Pune, Maharashtra, 411015",9456349431,4.5,652
Badlapur East,"Shop No 5, Trident A, Near Mohan palm, Shrigoan, Badlapur East, Thane, Maharashtra, 421503",7291804874,4.9,649
Hadapsar,"Shop No 2, Ground Floor, 84/1, Hadapsar, Vaibhav Chitramandir, Pune, Maharashtra, 411028",7428891240,4.6,1051
Kolar,"No 962 & 963, Nagaraj Building Gandhivana, Mg Road, Near Town Police Station, Kolar, Karnataka, 563101",8929270250,4.9,2245
T C Palya,"Shop No 11/2, Lorven Leo Apartments, Tc Palya Main Road, K R Puram, Near Axis Bank, Bengaluru, Karnataka, 560016",7428891259,4.8,998
Mall Of Mysore,"C1, First Floor, Mall Of Mysore, FF14, MG Road, Indiranagar Extension, Nazarbad Mohalla, Near Mysuru Race Club, Mysuru, Karnataka, 570010",8743826180,4.9,790
Indiranagar 2,"Shop No 483, Signature Square, 100 Feet Road, Indiranagar, Near Pizza Hut, Bengaluru, Karnataka, 560038",7428891266,4.8,1411
Infantry Road,"Plot No 15, Ground Floor, Infantry Road, Near Vasavi High School, Ballari, Karnataka, 583101",7428890235,4.9,2477
RR Nagar,"1163, Nehru Road, Beml 3Rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka, 560098",7065264576,4.9,1102
Bhajanpura,"F 398, Ground Floor, Khajoori Khas, Main Wazirabad Road, Bhajanpura, New Delhi, 110094",8929277897,4.9,441
Ashok Vihar,"119 A, Deep Enclave, Phase 3, Near Ambedkar Chowk, Ashok Vihar, Delhi, 110052",8130101670,4.9,720
Lulu International Shopping Mall,"34/1000, Shop No 45 & 46, Second Floor, Nh 47, Edapally, Lulu International Shopping Mall, Kochi, Kerala, 682024",7428891302,4.6,1267
Valanchery,"VPIII/217, Kohzikode Road Valanchery, Malappurram, Kerala, 676552",8743802947,4.9,1563
Kunnamangalam,"Devas Building, Door No 20/180/B2 & B3, Karanthur Po Kunnamangalam, Kunnamangalam, Near Markaz College Main Gate, Calicut, Kerala, 673571",8929437630,4.9,1187
Chalakudy,"Door # 278H/278I, Maria Majestic, Ccmk Junction, Chalakudy, Opposite Esaf Bank, Thrissur, Kerala, 680307",8929331602,4.9,998
Thamarassery,"Ground Floor, No 5/641 Kozhikode, Mysore Kollakkal, High Way Thamarassery, Thamarassey, Calicut, Kerala, 673573",9582955141,4.9,967
General Hospital Trivandrum,"Ground Floor, TC 82/2231, General Hospital Branch TVM, Deepa Arcade, Convent Road, Palayam, Opposite More Megastore, Thiruvananthapuram, Kerala, 695001",8588908367,4.9,1214
